exposure	label	group1	group2	effect_estimate	lower_ci	upper_ci	pvalue
WHR	Acetoacetate	Ketone bodies	Ketone bodies	0.164017300826671	0.0381751979470304	0.289859403706312	0.0106315533361585
WHR	Acetate	Ketone bodies	Ketone bodies	0.00627734721314112	-0.105776039669218	0.1183307340955	0.912567009654047
WHR	Alanine	Amino acids	Amino acids	-0.0404239484425895	-0.158071803309183	0.0772239064240042	0.500655690401401
WHR	Albumin	Fluid balance	Fluid balance	-0.0655539608784524	-0.208052015212221	0.076944093455316	0.367233899282099
WHR	Apolipoprotein A-I	Apolipoproteins	Apolipoproteins	-0.0349424088757078	-0.183171509656457	0.113286691905041	0.64405579180086
WHR	Apolipoprotein B	Apolipoproteins	Apolipoproteins	0.206105868370176	0.0925540876771258	0.319657649063226	0.000374312746057365
WHR	Ratio of bisallylic groups to double bonds	Metabolites ratio	Metabolites ratio	-0.0457286048308747	-0.188044982003792	0.0965877723420423	0.52883826855435
WHR	Ratio of bisallylic groups to total fatty acids	Fatty acids	Fatty acids	-0.0750250512866261	-0.219077270489274	0.0690271679160222	0.307347246575745
WHR	3-hydroxybutyrate	Ketone bodies	Ketone bodies	0.0856402661489399	-0.0338394873816854	0.205120019679565	0.160056453196788
WHR	Average number of methylene groups per double bond	Metabolites ratio	Metabolites ratio	0.0862961039749284	-0.0504267417916239	0.223018949741481	0.216048517316391
WHR	Average number of methylene groups in a fatty acid chain	Fatty acids	Fatty acids	0.0826279961625937	-0.03556067678741	0.200816669112597	0.170601367962186
WHR	Citrate	Glycolysis related metabolites	Glycolysis related metabolites	-0.0499993941644598	-0.175553579191929	0.0755547908630093	0.435078955133636
WHR	Creatinine	Fluid balance	Fluid balance	-0.0479884779841507	-0.171685126244624	0.0757081702763222	0.447022839634398
WHR	Average number of double bonds in a fatty acid chain	Fatty acids	Fatty acids	-0.047869096165904	-0.181548746345218	0.0858105540134096	0.482771005663143
WHR	22:6, docosahexaenoic acid	Fatty acids	Fatty acids	0.136197548538192	-0.0194188929150099	0.291813989991394	0.0862686760088053
WHR	Free cholesterol to esterified cholesterol ratio	Metabolites ratio	Metabolites ratio	0.13162927631082	-0.0124352101702598	0.2756937627919	0.0733223876491085
WHR	Description of average fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	0.00630796419014427	-0.13803736417496	0.150653292555248	0.931742268612913
WHR	Omega-3 fatty acids	Fatty acids	Fatty acids	0.164095972245731	0.0322217877531738	0.295970156738288	0.0147319958092724
WHR	Omega-6 fatty acids	Fatty acids	Fatty acids	0.105451294872206	-0.0321377158450673	0.243040305589479	0.133048605979233
WHR	Omega-7, omega-9 and saturated fatty acids	Fatty acids	Fatty acids	0.20302808004362	0.0642893595696285	0.341766800517611	0.00412770860514096
WHR	Free cholesterol	Cholesterol	Cholesterol	0.115159151400552	-0.0405443814826095	0.270862684283713	0.147162757010615
WHR	Glucose	Glycolysis related metabolites	Glycolysis related metabolites	0.161911606663059	0.039212890674989	0.284610322651129	0.00969870829907343
WHR	Glutamine	Amino acids	Amino acids	-0.0898012843680824	-0.207242403637199	0.0276398349010344	0.13394813549222
WHR	Glycerol	Glycolysis related metabolites	Glycolysis related metabolites	0.189018154630541	0.0569288107783122	0.32110749848277	0.00503579901940166
WHR	Glycoproteins	Protein	Protein	-0.112650135003975	-0.26385736155807	0.0385570915501203	0.144232439930227
WHR	Glycoprotein acetyls	Inflammation	Inflammation	0.255847615990896	0.119091301814704	0.392603930167088	0.000245581751913512
WHR	Total cholesterol in HDL	Cholesterol	Cholesterol	-0.135521246124099	-0.287625188303166	0.0165826960549675	0.0807559492164523
WHR	Mean diameter for HDL particles	Lipoprotein particle size	Lipoprotein particle size	-0.138062615366669	-0.295608811418517	0.0194835806851794	0.0858680018037151
WHR	Histidine	Amino acids	Amino acids	-0.0649677356709235	-0.211188607134622	0.0812531357927746	0.383834880289682
WHR	Total cholesterol in IDL	Lipoprotein subclasses	IDL	0.187730458056229	0.0619080668915296	0.313552849220928	0.0034515005745584
WHR	Free cholesterol in IDL	Lipoprotein subclasses	IDL	0.17872722202299	0.0672354672443078	0.290218976801672	0.00167806971635591
WHR	Total lipids in IDL	Lipoprotein subclasses	IDL	0.206640730026989	0.0853763705275576	0.32790508952642	0.00083796128667926
WHR	Concentration of IDL particles	Lipoprotein subclasses	IDL	0.212131539967517	0.0925421941646687	0.331720885770365	0.000507601091888687
WHR	Phospholipids in IDL	Lipoprotein subclasses	IDL	0.202188857006265	0.0909830230955778	0.313394690916952	0.000365840234114026
WHR	Triglycerides in IDL	Lipoprotein subclasses	IDL	0.236927296270923	0.109590392832197	0.364264199709649	0.000265483596159309
